zaman,arac,x,y,z,hiz
84,24,IHA,0,00,1,00,0,00,0,00
84,26,IHA,0,00,1,00,0,00,0,68
84,28,IHA,0,00,0,99,0,00,1,33
84,30,IHA,0,00,0,98,0,00,1,95
84,32,IHA,0,00,0,96,0,00,2,55
84,34,IHA,0,00,0,95,0,00,3,13
84,36,IHA,0,00,0,93,0,00,3,68
84,38,IHA,0,00,0,90,0,00,4,21
84,40,IHA,0,00,0,88,0,00,4,72
84,42,IHA,0,00,0,85,0,00,5,21
84,44,IHA,0,00,0,82,0,00,5,68
84,46,IHA,0,00,0,78,0,00,6,13
84,48,IHA,0,00,0,75,0,00,6,57
84,50,IHA,0,00,0,71,0,00,6,98
84,52,IHA,0,00,0,67,0,00,7,38
84,54,IHA,0,00,0,62,0,00,7,76
84,56,IHA,0,00,0,58,0,00,8,13
84,58,IHA,0,00,152,83,0,00,8,48
84,60,IHA,0,00,152,78,0,00,8,82
84,62,IHA,0,00,152,73,0,00,9,15
84,64,IHA,0,00,152,68,0,00,9,46
84,66,IHA,0,00,152,62,0,00,9,76
84,68,IHA,0,00,152,57,0,00,10,05
84,70,IHA,0,00,152,51,0,00,10,32
84,72,IHA,0,00,152,45,0,00,10,59
84,74,IHA,0,00,152,39,0,00,10,84
84,76,IHA,0,00,152,33,0,00,11,09
84,78,IHA,0,00,152,27,0,00,11,32
84,80,IHA,0,00,152,20,0,00,11,55
84,82,IHA,0,00,152,14,0,00,11,76
84,84,IHA,0,00,152,07,0,00,11,97
84,86,IHA,0,00,152,00,0,00,12,17
84,88,IHA,0,00,151,93,0,00,12,36
84,90,IHA,0,00,151,86,0,00,12,54
84,92,IHA,0,00,151,79,0,00,12,72
84,94,IHA,0,00,151,72,0,00,12,89
84,96,IHA,0,00,151,65,0,00,13,05
84,98,IHA,0,00,151,58,0,00,13,21
85,00,IHA,0,00,151,50,0,00,13,36
85,02,IHA,0,00,151,43,0,00,12,47
85,04,IHA,0,00,151,37,0,00,11,61
85,06,IHA,0,00,151,31,0,00,10,78
85,08,IHA,0,00,151,25,0,00,9,99
85,10,IHA,0,00,151,20,0,00,9,24
85,12,IHA,0,00,151,15,0,00,8,51
85,14,IHA,0,00,151,11,0,00,7,81
85,16,IHA,0,00,151,07,0,00,7,14
85,18,IHA,0,00,151,03,0,00,6,49
85,20,IHA,0,00,151,00,0,00,5,88
85,22,IHA,0,00,150,97,0,00,5,28
85,24,IHA,0,00,150,95,0,00,4,71
85,26,IHA,0,00,150,92,0,00,4,16
85,28,IHA,0,00,150,90,0,00,3,64
85,30,IHA,0,00,150,89,0,00,3,13
85,32,IHA,0,00,150,87,0,00,2,65
85,34,IHA,0,00,150,86,0,00,2,19
85,36,IHA,0,00,150,85,0,00,1,74
85,38,IHA,0,00,150,84,0,00,1,31
85,40,IHA,0,00,150,84,0,00,0,90
85,42,IHA,0,00,150,83,0,00,1,54
85,44,IHA,0,00,150,82,0,00,2,16
85,46,IHA,0,00,150,80,0,00,2,75
85,48,IHA,0,00,150,78,0,00,3,32
85,50,IHA,0,00,150,76,0,00,3,86
85,52,IHA,0,00,150,74,0,00,4,39
85,54,IHA,0,00,150,71,0,00,3,85
85,56,IHA,0,00,150,70,0,00,3,34
85,58,IHA,0,00,150,68,0,00,2,85
85,60,IHA,0,00,150,67,0,00,2,38
85,62,IHA,0,00,150,66,0,00,1,92
85,64,IHA,0,00,150,65,0,00,1,49
85,66,IHA,0,00,150,64,0,00,1,07
85,68,IHA,0,00,150,64,0,00,0,67
85,70,IHA,0,00,150,64,0,00,0,28
85,72,IHA,0,00,150,64,0,00,0,09
85,74,IHA,0,00,150,64,0,00,0,44
85,76,IHA,0,00,150,64,0,00,0,79
85,78,IHA,0,00,150,65,0,00,1,11
85,80,IHA,0,00,150,66,0,00,1,43
85,82,IHA,0,00,150,67,0,00,1,73
85,84,IHA,0,00,150,68,0,00,2,02
85,86,IHA,0,00,150,69,0,00,2,30
85,88,IHA,0,00,150,71,0,00,2,56
85,90,IHA,0,00,150,72,0,00,2,82
85,92,IHA,0,00,150,74,0,00,3,07
85,94,IHA,0,00,150,76,0,00,3,30
85,96,IHA,0,00,150,78,0,00,3,53
85,98,IHA,0,00,150,80,0,00,3,75
86,00,IHA,0,00,150,82,0,00,3,95
86,02,IHA,0,00,150,84,0,00,4,16
86,04,IHA,0,00,150,87,0,00,4,35
86,06,IHA,0,00,150,89,0,00,4,53
86,08,IHA,0,00,150,92,0,00,4,71
86,10,IHA,0,00,150,95,0,00,4,88
86,12,IHA,0,00,150,97,0,00,5,04
86,14,IHA,0,00,151,00,0,00,5,20
86,16,IHA,0,00,151,03,0,00,5,35
86,18,IHA,0,00,151,06,0,00,5,50
86,20,IHA,0,00,151,09,0,00,5,63
86,22,IHA,0,00,151,13,0,00,5,77
86,24,IHA,0,00,151,16,0,00,5,90
86,26,IHA,0,00,151,19,0,00,6,02
86,28,IHA,0,00,151,23,0,00,6,14
86,30,IHA,0,00,151,26,0,00,6,25
86,32,IHA,0,00,151,30,0,00,6,36
86,34,IHA,0,00,151,33,0,00,6,46
86,36,IHA,0,00,151,37,0,00,6,56
86,38,IHA,0,00,151,41,0,00,6,66
86,40,IHA,0,00,151,44,0,00,6,75
86,42,IHA,0,00,151,48,0,00,6,84
86,44,IHA,0,00,151,52,0,00,6,93
86,46,IHA,0,00,151,56,0,00,7,01
86,48,IHA,0,00,151,60,0,00,7,09
86,50,IHA,0,00,151,64,0,00,7,16
86,52,IHA,0,00,151,68,0,00,7,23
86,54,IHA,0,00,151,72,0,00,7,30
86,56,IHA,0,00,151,76,0,00,7,37
86,58,IHA,0,00,151,80,0,00,7,43
86,60,IHA,0,00,151,84,0,00,7,49
86,62,IHA,0,00,151,88,0,00,7,55
86,64,IHA,0,00,151,92,0,00,6,57
86,66,IHA,0,00,151,95,0,00,5,63
86,68,IHA,0,00,151,98,0,00,4,73
86,70,IHA,0,00,152,00,0,00,3,86
86,72,IHA,0,00,152,02,0,00,3,03
86,74,IHA,0,00,152,03,0,00,2,23
86,76,IHA,0,00,152,04,0,00,1,46
86,78,IHA,0,00,152,04,0,00,0,73
86,80,IHA,0,00,152,04,0,00,0,02
86,82,IHA,0,00,152,04,0,00,0,38
86,84,IHA,0,00,152,05,0,00,0,72
86,86,IHA,0,00,152,05,0,00,1,05
86,88,IHA,0,00,152,06,0,00,1,37
86,90,IHA,0,00,152,07,0,00,1,67
86,92,IHA,0,00,152,08,0,00,1,96
86,94,IHA,0,00,152,09,0,00,2,24
86,96,IHA,0,00,152,11,0,00,2,51
86,98,IHA,0,00,152,12,0,00,2,77
87,00,IHA,0,00,152,14,0,00,3,02
87,02,IHA,0,00,152,16,0,00,3,26
87,04,IHA,0,00,152,18,0,00,3,49
87,06,IHA,0,00,152,20,0,00,3,70
87,08,IHA,0,00,152,22,0,00,3,92
87,10,IHA,0,00,152,24,0,00,4,12
87,12,IHA,0,00,152,27,0,00,4,31
87,14,IHA,0,00,152,29,0,00,4,50
87,16,IHA,0,00,152,32,0,00,4,68
87,18,IHA,0,00,152,34,0,00,4,85
87,20,IHA,0,00,152,37,0,00,5,01
87,22,IHA,0,00,152,40,0,00,5,17
87,24,IHA,0,00,152,43,0,00,5,32
87,26,IHA,0,00,152,46,0,00,5,47
87,28,IHA,0,00,152,49,0,00,5,61
87,30,IHA,0,00,152,52,0,00,5,74
87,32,IHA,0,00,152,56,0,00,5,87
87,34,IHA,0,00,152,59,0,00,6,00
87,36,IHA,0,00,152,62,0,00,6,11
87,38,IHA,0,00,152,66,0,00,6,23
87,40,IHA,0,00,152,69,0,00,6,34
87,42,IHA,0,00,152,73,0,00,6,44
87,44,IHA,0,00,152,77,0,00,6,54
87,46,IHA,0,00,152,80,0,00,6,64
87,48,IHA,0,00,152,84,0,00,6,73
87,50,IHA,0,00,152,88,0,00,6,82
87,52,IHA,0,00,152,92,0,00,6,91
87,54,IHA,0,00,152,96,0,00,6,99
87,56,IHA,0,00,152,99,0,00,7,07
87,58,IHA,0,00,153,03,0,00,7,15
87,60,IHA,0,00,153,07,0,00,7,22
87,62,IHA,0,00,153,11,0,00,7,29
87,64,IHA,0,00,153,16,0,00,7,36
87,66,IHA,0,00,153,20,0,00,7,42
87,68,IHA,0,00,153,24,0,00,7,48
87,70,IHA,0,00,153,28,0,00,7,54
87,72,IHA,0,00,153,32,0,00,7,60
87,74,IHA,0,00,153,37,0,00,7,65
87,76,IHA,0,00,153,41,0,00,7,71
87,78,IHA,0,00,153,45,0,00,7,76
87,80,IHA,0,00,153,49,0,00,7,81
87,82,IHA,0,00,153,54,0,00,7,85
87,84,IHA,0,00,153,58,0,00,7,90
87,86,IHA,0,00,153,63,0,00,7,94
87,88,IHA,0,00,153,67,0,00,7,98
87,90,IHA,0,00,153,71,0,00,8,02
87,92,IHA,0,00,153,76,0,00,8,06
87,94,IHA,0,00,153,80,0,00,8,09
87,96,IHA,0,00,153,85,0,00,8,13
87,98,IHA,0,00,153,90,0,00,8,16
88,00,IHA,0,00,153,94,0,00,8,20
88,02,IHA,0,00,153,99,0,00,8,23
88,04,IHA,0,00,154,03,0,00,8,26
88,06,IHA,0,00,154,08,0,00,8,28
88,08,IHA,0,00,154,12,0,00,8,31
88,10,IHA,0,00,154,17,0,00,8,34
88,12,IHA,0,00,154,22,0,00,8,36
88,14,IHA,0,00,154,26,0,00,8,39
88,16,IHA,0,00,154,31,0,00,8,41
88,18,IHA,0,00,154,36,0,00,8,43
88,20,IHA,0,00,154,40,0,00,8,45
88,22,IHA,0,00,154,45,0,00,8,48
88,24,IHA,0,00,154,50,0,00,8,49
88,26,IHA,0,00,154,55,0,00,8,51
88,28,IHA,0,00,154,59,0,00,8,53
88,30,IHA,0,00,154,64,0,00,8,55
88,32,IHA,0,00,154,69,0,00,8,57
88,34,IHA,0,00,154,74,0,00,8,58
88,36,IHA,0,00,154,78,0,00,8,60
88,38,IHA,0,00,154,83,0,00,8,61
88,40,IHA,0,00,154,88,0,00,8,63
88,42,IHA,0,00,154,93,0,00,8,64
88,44,IHA,0,00,154,98,0,00,8,65
88,46,IHA,0,00,155,02,0,00,8,67
88,48,IHA,0,00,155,07,0,00,8,68
88,50,IHA,0,00,155,12,0,00,8,69
88,52,IHA,0,00,155,17,0,00,8,70
88,54,IHA,0,00,155,22,0,00,8,71
88,56,IHA,0,00,155,27,0,00,8,72
88,58,IHA,0,00,155,31,0,00,8,73
88,60,IHA,0,00,155,36,0,00,8,74
88,62,IHA,0,00,155,41,0,00,8,75
88,64,IHA,0,00,155,46,0,00,8,76
88,66,IHA,0,00,155,51,0,00,8,77
88,68,IHA,0,00,155,56,0,00,8,78
88,70,IHA,0,00,155,61,0,00,8,78
88,72,IHA,0,00,155,66,0,00,8,79
88,74,IHA,0,00,155,70,0,00,8,80
88,76,IHA,0,00,155,75,0,00,8,80
88,78,IHA,0,00,155,80,0,00,8,81
88,80,IHA,0,00,155,85,0,00,8,82
88,82,IHA,0,00,155,90,0,00,8,82
88,84,IHA,0,00,155,95,0,00,8,83
88,86,IHA,0,00,156,00,0,00,8,83
88,88,IHA,0,00,156,05,0,00,8,84
88,90,IHA,0,00,156,10,0,00,8,85
88,92,IHA,0,00,156,15,0,00,8,85
88,94,IHA,0,00,156,19,0,00,8,85
88,96,IHA,0,00,156,24,0,00,8,86
88,98,IHA,0,00,156,29,0,00,8,86
89,00,IHA,0,00,156,34,0,00,8,87
89,02,IHA,0,00,156,39,0,00,8,87
89,04,IHA,0,00,156,44,0,00,8,88
89,06,IHA,0,00,156,49,0,00,8,88
89,08,IHA,0,00,156,54,0,01,8,89
89,10,IHA,0,00,156,59,0,01,8,91
89,12,IHA,0,00,156,64,0,01,8,92
89,14,IHA,0,00,156,69,0,02,8,95
89,16,IHA,0,00,156,74,0,03,8,98
89,18,IHA,0,00,156,79,0,03,9,03
89,20,IHA,0,00,156,84,0,04,9,08
89,22,IHA,0,00,156,89,0,06,9,16
89,24,IHA,0,00,156,94,0,07,9,24
89,26,IHA,0,00,156,98,0,09,9,35
89,28,IHA,0,00,157,03,0,10,9,46
89,30,IHA,0,00,157,08,0,12,9,61
89,32,IHA,0,00,157,13,0,15,9,77
89,34,IHA,0,00,157,18,0,17,9,94
89,36,IHA,0,00,157,23,0,20,10,11
89,38,IHA,0,00,157,28,0,22,10,29
89,40,IHA,0,00,157,33,0,25,10,47
89,42,IHA,0,00,157,38,0,29,10,65
89,44,IHA,0,00,157,43,0,32,10,83
89,46,IHA,0,00,157,48,0,36,11,01
89,48,IHA,0,00,157,53,0,39,11,18
89,50,IHA,0,00,157,58,0,43,11,36
89,52,IHA,0,00,157,63,0,47,11,53
89,54,IHA,0,00,157,68,0,52,11,70
89,56,IHA,0,00,157,73,0,56,11,86
89,58,IHA,0,00,157,78,0,60,12,02
89,60,IHA,0,00,157,83,0,65,12,18
89,62,IHA,0,00,157,88,0,70,12,33
89,64,IHA,0,00,157,93,0,75,12,48
89,66,IHA,0,00,157,98,0,79,12,62
89,68,IHA,0,00,158,03,0,85,12,76
89,70,IHA,0,00,158,08,0,90,12,90
89,72,IHA,0,00,158,13,0,95,13,03
89,74,IHA,0,00,158,18,1,00,13,16
89,76,IHA,0,00,158,23,1,06,13,28
89,78,IHA,0,00,158,27,1,11,13,40
89,80,IHA,0,00,158,32,1,17,13,52
89,82,IHA,0,00,158,37,1,23,13,63
89,84,IHA,0,00,158,42,1,28,13,74
89,86,IHA,0,00,158,47,1,34,13,84
89,88,IHA,0,00,158,52,1,40,13,94
89,90,IHA,0,00,158,57,1,46,14,04
89,92,IHA,0,00,158,62,1,52,14,13
89,94,IHA,0,00,158,67,1,58,14,22
89,96,IHA,0,00,158,72,1,65,14,31
89,98,IHA,0,00,158,77,1,71,14,39
90,00,IHA,0,00,158,82,1,77,14,47
90,02,IHA,0,00,158,87,1,84,14,55
90,04,IHA,0,00,158,92,1,90,14,62
90,06,IHA,0,00,158,97,1,96,14,70
90,08,IHA,0,00,159,02,2,03,14,77
90,10,IHA,0,00,159,07,2,10,14,83
90,12,IHA,0,00,159,12,2,16,14,90
90,14,IHA,0,00,159,17,2,23,14,96
90,16,IHA,0,00,159,22,2,30,15,02
90,18,IHA,0,00,159,27,2,36,15,08
90,20,IHA,0,00,159,32,2,43,15,13
90,22,IHA,0,00,159,37,2,50,15,18
90,24,IHA,0,00,159,42,2,57,15,23
90,26,IHA,0,00,159,47,2,64,15,28
90,28,IHA,0,00,159,52,2,71,15,33
90,30,IHA,0,00,159,57,2,77,15,37
90,32,IHA,0,00,159,62,2,84,15,42
90,34,IHA,0,00,159,67,2,91,15,46
90,36,IHA,0,00,159,72,2,98,15,50
90,38,IHA,0,00,159,77,3,05,15,54
90,40,IHA,0,00,159,82,3,13,15,58
90,42,IHA,0,00,159,87,3,20,15,61
90,44,IHA,0,00,159,92,3,27,15,65
90,46,IHA,0,00,159,97,3,34,15,68
90,48,IHA,0,00,160,02,3,41,15,71
90,50,IHA,0,00,160,07,3,48,15,74
90,52,IHA,0,00,160,12,3,56,15,77
90,54,IHA,0,00,160,17,3,63,15,80
90,56,IHA,0,00,160,22,3,70,15,83
90,58,IHA,0,00,160,27,3,77,15,85
90,60,IHA,0,00,160,32,3,85,15,88
90,62,IHA,0,00,160,37,3,92,15,90
90,64,IHA,0,00,160,42,3,99,15,92
90,66,IHA,0,00,160,46,4,06,15,94
90,68,IHA,0,00,160,51,4,14,15,97
